Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP
4.74,0.71,5.22,6.54,138.91,0.30,0,1.42,-1.69,454.37
4.80,-0.05,3.71,10.87,139.75,3.90,0.46,37.68,-1.74,20.73
4.51,-0.94,3.21,11.40,140.03,7.90,8.38,79.18,-1.84,11.12
4.33,-1.21,2.60,11.93,151.28,8.60,41.68,205.88,-2.28,4.69
4.29,-0.65,2.14,12.13,173.33,9.80,85.22,330.86,-2.45,2.98
4.35,0.21,2.38,11.87,173.28,10.00,73.05,275.16,-2.26,3.01
4.48,0.83,3.16,10.77,173.18,9.20,22.85,175.69,-1.96,4.15
4.67,0.69,5.33,6.72,172.76,0.90,0.02,1.46,-1.81,541.71
4.75,0.13,3.72,11.07,173.83,4.30,0.33,39.02,-1.85,23.72
4.59,-0.79,3.23,11.43,173.65,7.70,9.70,82.32,-1.84,13.08
4.41,-1.07,2.63,11.82,173.35,8.70,41.22,206.58,-2.13,5.29
4.32,-0.70,2.31,11.99,172.30,9.60,78.81,322.02,-2.28,3.10
4.38,0.18,2.33,11.74,172.16,9.80,76.51,286.88,-2.07,2.90
4.52,0.91,3.02,11.09,173.48,9.10,27.14,188.06,-1.79,3.85
4.74,0.91,5.48,6.56,172.74,2.10,0.02,4.60,-1.64,165.67
4.92,0.52,3.85,10.77,172.61,3.40,0.31,33.96,-1.79,25.76
4.68,-0.49,3.50,11.39,174.26,7.80,7.07,77.63,-1.82,13.38
4.37,-1.17,2.77,11.80,172.03,8.30,38.65,191.22,-2.16,5.74
4.29,-0.64,2.13,11.88,173.29,9.60,82.09,318.72,-2.24,3.09
4.35,0.24,2.39,11.54,173.04,9.70,69.83,268.02,-1.95,3.06
4.54,0.96,3.32,9.98,172.19,8.80,18.80,156.98,-1.58,4.52
4.79,0.99,5.10,6.67,173.16,0.20,0,0.36,-1.44,2.10 
4.94,0.48,3.64,10.95,173.37,4.80,0.44,41.06,-1.45,21.70
4.61,-0.73,3.51,11.06,171.66,7.10,10.02,80.80,-1.40,13.08
4.34,-1.17,2.58,11.58,173.19,8.10,45.77,217.02,-1.80,5.07
4.31,-0.47,2.11,11.65,172.81,9.60,85.81,318.74,-1.94,2.99
4.41,0.43,2.46,11.34,172.43,9.20,59.24,243.42,-1.71,3.26
4.60,0.99,3.93,8.59,172.53,8.50,10.29,111.24,-1.48,6.46
4.84,0.86,4.64,7.74,172.87,0.50,0,0,-1.50,
4.92,0.21,3.54,11.05,172.39,7.60,0.73,54.70,-1.51,17.11
4.55,-0.95,3.32,11.26,173.28,7.50,14.77,97.16,-1.60,11.31
4.36,-1.08,2.39,11.81,172.61,8.80,58.89,263.57,-1.97,4.11
4.37,-0.29,2.13,11.78,173.35,9.80,88.39,324.53,-2.00,2.87
4.45,0.57,2.54,11.46,172.76,9.20,52.94,231.32,-1.78,3.34
4.63,0.90,4.47,8.07,171.68,8.50,6.48,82.12,-1.52,9.00
4.87,0.71,4.77,8.60,172.65,0.40,0.08,4.90,-1.49,168.87
4.86,-0.02,3.49,11.14,173.93,7.80,1.50,61.88,-1.44,15.84
4.53,-1.04,3.15,11.41,173.25,7.60,19.15,115.30,-1.69,9.65
4.38,-1.02,2.37,11.83,173.50,9.00,61.41,279.70,-2.01,3.86
4.40,-0.28,2.22,11.78,172.47,9.60,88.61,321.18,-2.07,2.89
4.49,0.57,2.54,11.47,172.79,9.20,53.91,237.64,-1.81,3.28
4.66,0.98,4.36,8.30,173.19,8.60,7.18,90.02,-1.53,8.16
4.91,0.80,4.77,8.45,173.27,0.20,0.03,2.44,-1.52,336.24
4.91,0.05,3.60,11.16,172.48,7.80,1.28,61.50,-1.51,15.71
4.55,-1.03,3.14,11.43,174.23,7.60,18.73,115.66,-1.63,9.69
4.39,-0.99,2.33,11.88,173.06,9.20,65.12,286.32,-1.97,3.75
4.41,-0.13,2.19,11.82,172.39,9.80,87.81,317.59,-1.85,2.84
4.50,0.78,2.59,11.47,173.08,9.20,47.33,226.68,-1.57,3.28
4.69,0.99,4.72,7.57,172.53,8.80,4.18,61.92,-1.43,11.87
4.92,0.78,4.59,9.13,172.21,0.90,0.09,11.20,-1.52,73.45
4.87,-0.09,3.59,11.19,173.20,7.60,2.25,64.04,-1.48,15.47
4.50,-1.09,3.08,11.49,173.19,7.60,23.11,130.26,-1.78,8.56
4.37,-0.90,2.25,11.89,171.85,9.20,70.53,299.43,-2.17,3.49
4.40,-0.07,2.21,11.74,173.29,9.90,84.94,301.63,-2.08,2.96
4.52,0.73,2.57,11.39,172.80,9.00,40.52,215.58,-1.81,3.50
4.70,0.85,4.94,6.88,172.02,8.70,1.13,36.68,-1.57,20.85
4.86,0.45,4.17,9.77,173.16,1.70,0.16,18.61,-1.66,47.29
4.76,-0.36,3.38,11.22,173.16,7.70,3.54,68.34,-1.63,14.94
4.50,-1.06,2.90,11.57,172.27,8.00,28.15,150.32,-2.00,7.35
4.37,-0.86,2.35,11.87,173.36,9.20,69.02,292.54,-2.19,3.57
4.42,-0.03,2.24,11.71,172.22,9.70,82.40,296.12,-2.08,2.98
4.57,0.85,2.66,11.39,171.90,9.10,37.57,213.31,-1.72,3.46
4.78,0.98,5.18,6.74,173.58,8.50,0.81,28.67,-1.63,26.56
4.98,0.64,4.06,10.12,173.22,2.00,0.21,20.94,-1.78,41.39
4.82,-0.31,3.57,11.17,173.53,7.70,4.19,70.04,-1.69,14.66
4.48,-1.12,2.91,11.60,173.54,7.90,29.89,157.35,-2.01,7.12
4.38,-0.79,2.18,11.90,173.00,9.50,77.33,311.24,-2.19,3.32
4.44,0.14,2.31,11.68,172.05,9.80,77.10,282.04,-1.99,3.02
4.59,0.98,2.89,11.01,173.25,9.00,27.15,198.08,-1.80,3.64
4.79,0.96,5.31,6.37,172.77,2.10,0,4.59,-1.67,166.13
4.94,0.50,3.87,10.61,171.60,3.30,0.26,32.32,-1.79,27.21
4.74,-0.52,3.47,11.26,173.07,7.70,7.06,76.38,-1.87,13.73
4.44,-1.17,2.75,11.74,172.23,8.10,38.67,191.60,-2.23,5.81
4.37,-0.64,2.15,11.93,171.87,9.50,83.82,323.39,-2.38,3.07
4.44,0.20,2.39,11.67,173.42,9.80,71.88,274.14,-2.17,3.09
4.58,0.89,3.30,10.27,173.25,8.90,20.62,166.82,-1.89,4.41
4.78,0.84,5.07,6.64,172.94,0.10,0,0.71,-1.71,1.10 
4.92,0.36,3.65,10.98,173.71,4.60,0.34,40.04,-1.72,22.83
4.69,-0.70,3.43,11.32,172.92,7.70,9.33,82.52,-1.71,13.02
4.44,-1.11,2.60,11.77,172.37,8.40,42.57,210.86,-2.04,5.23
4.37,-0.65,2.23,11.97,172.14,9.70,80.84,320.76,-2.04,3.10
4.42,0.25,2.33,11.68,172.44,9.80,74.33,279.70,-1.94,2.97
4.58,0.98,3.05,10.87,171.96,9.00,24.43,179.84,-1.80,3.96
4.78,0.96,5.32,6.49,173.54,0.50,0,2.64,-1.68,289.21
4.95,0.50,3.80,10.85,172.22,3.80,0.32,36.18,-1.72,24.40
4.70,-0.55,3.45,11.31,173.01,7.70,8.32,79.32,-1.62,13.20
4.40,-1.13,2.69,11.78,173.61,8.40,41.11,203.14,-1.98,5.45
4.34,-0.55,2.13,11.92,172.17,9.70,84.21,318.56,-2.31,3.04
4.43,0.40,2.42,11.61,171.90,9.60,65.29,254.94,-2.07,3.13
4.61,1.04,3.75,9.52,173.06,8.90,14.98,136.86,-1.69,5.21
4.85,0.95,5.30,7.32,172.95,0.10,0,0,-1.68,
4.99,0.40,3.62,11.28,171.46,6.00,0.42,49.20,-1.68,18.42
4.61,-0.82,3.41,11.42,173.56,7.70,12.40,89.52,-1.74,12.13
4.35,-1.14,2.49,11.91,171.70,8.80,52.51,248.06,-2.12,4.38
4.36,-0.32,2.14,11.93,172.46,9.90,87.82,328.00,-2.15,2.84
4.47,0.57,2.52,11.61,172.72,9.30,55.13,234.64,-1.99,3.30
4.64,0.99,4.39,8.56,172.36,8.80,7.63,95.54,-1.70,7.60
4.84,0.77,4.88,8.47,172.16,0.20,0.04,1.26,-1.59,641.50
4.86,0.04,3.51,11.33,173.80,8.00,1.12,61.88,-1.46,15.59
4.54,-0.93,3.21,11.53,172.50,7.90,17.39,110.29,-1.65,9.87
4.38,-1.01,2.38,11.97,172.29,9.30,62.29,279.70,-2.21,3.83
4.37,-0.21,2.19,11.94,173.68,9.90,87.14,320.70,-2.20,2.86
4.47,0.69,2.57,11.64,171.90,9.40,49.21,229.82,-1.92,3.26
4.66,0.98,4.72,7.87,172.72,8.70,5.01,71.50,-1.68,10.24
4.86,0.74,4.61,9.19,173.85,0.90,0.07,8.82,-1.72,93.57
4.84,-0.02,3.50,11.47,172.49,7.90,1.81,64.80,-1.71,14.91
4.50,-1.04,3.17,11.72,171.95,8.10,21.30,126.72,-1.79,8.67
4.35,-0.99,2.30,12.09,173.02,9.30,68.61,299.26,-2.04,3.56
4.38,-0.10,2.22,11.89,173.46,10.00,85.18,311.94,-1.88,2.87
4.49,0.71,2.66,11.50,172.89,9.10,41.30,216.90,-1.62,3.47
4.67,0.84,5.06,7.05,172.69,8.20,1.86,43.18,-1.43,17.66
4.85,0.50,4.30,9.77,173.76,1.70,0.16,18.30,-1.55,47.62
4.75,-0.39,3.48,11.28,173.38,7.80,3.44,68.42,-1.48,15.03
4.48,-1.08,2.90,11.63,174.05,8.00,27.57,151.30,-1.71,7.38
4.34,-0.91,2.35,11.95,171.90,9.40,66.72,297.56,-1.89,3.49
4.34,-0.15,2.22,11.83,172.70,9.80,86.43,311.69,-1.82,2.87
4.45,0.71,2.59,11.49,173.28,9.20,45.05,226.72,-1.60,3.29
4.63,0.96,4.48,7.28,171.97,8.40,2.86,54.48,-1.25,13.36
4.85,0.70,4.15,9.40,173.46,1.80,0.11,13.24,-1.32,62.79
4.78,-0.16,3.50,11.22,173.61,7.70,2.68,66.16,-1.40,14.95
4.44,-1.09,3.07,11.55,172.26,7.80,23.88,133.02,-1.60,8.25
4.31,-0.90,2.27,11.93,172.63,9.20,71.64,301.76,-1.89,3.44
4.34,-0.09,2.24,11.77,172.91,9.80,83.60,302.26,-1.81,2.92
4.44,0.78,2.68,11.43,172.84,9.10,37.60,211.38,-1.58,3.45
4.62,0.89,5.13,6.76,173.27,7.80,0.63,29.67,-1.35,25.15
4.82,0.58,4.14,9.90,172.79,1.90,0.23,19.76,-1.43,42.77
4.68,-0.38,3.54,11.25,172.24,7.70,4.28,70.26,-1.48,14.31
4.35,-1.12,2.86,11.65,171.80,8.00,29.73,157.06,-1.49,6.90
4.24,-0.78,2.21,11.97,173.39,9.40,76.51,315.27,-1.89,3.18
4.31,0.09,2.32,11.74,172.55,9.80,75.97,277.00,-1.73,3.03
4.48,0.91,2.94,10.92,172.81,9.10,25.93,187.18,-1.39,3.81
4.70,0.90,4.94,6.40,173.10,2.60,0,3.68,-1.20,205.96
4.84,0.41,3.66,10.84,172.00,4.20,0.27,35.34,-1.30,24.87
4.62,-0.64,3.47,11.35,173.02,7.80,7.54,78.44,-1.38,13.36
4.33,-1.17,2.70,11.81,173.36,8.20,39.86,197.30,-1.69,5.58
4.27,-0.63,2.14,12.00,171.79,9.60,84.69,322.45,-1.83,3.01
4.34,0.27,2.41,11.73,172.45,9.80,69.21,269.60,-1.56,3.00
4.48,0.90,3.33,10.01,173.70,9.00,18.26,158.06,-1.37,4.54
4.70,0.81,4.96,7.04,171.06,0.10,0,0.20,-1.39,3.83 
4.81,0.23,3.58,11.25,173.03,5.80,0.41,45.40,-1.50,20.13
4.51,-0.80,3.40,11.50,173.32,7.80,11.23,86.82,-1.65,12.21
4.26,-1.13,2.55,11.95,171.98,8.90,49.23,236.02,-1.98,4.53
4.22,-0.46,2.12,11.97,172.75,9.90,87.09,327.24,-2.02,2.85
4.30,0.45,2.48,11.60,171.75,9.50,60.81,248.72,-1.67,3.06
4.47,0.99,3.97,9.09,171.89,8.80,11.10,115.56,-1.28,5.97
4.73,0.89,5.07,7.73,172.60,0.20,0,0,-1.27,
4.80,0.20,3.60,11.13,172.88,7.70,0.54,54.63,-1.25,16.81
4.37,-0.94,3.34,11.28,172.40,7.50,14.31,95.94,-1.32,10.99
4.13,-1.11,2.38,11.76,173.16,8.80,56.81,260.69,-1.69,4.01
4.13,-0.26,2.18,11.68,171.91,9.70,84.99,309.00,-1.70,2.82
4.28,0.71,2.59,11.38,172.39,9.10,45.40,220.25,-1.41,3.22
4.52,1.00,4.87,7.46,173.08,8.10,2.89,55.92,-1.05,12.55
4.82,0.79,4.53,9.19,172.18,0.90,0.16,12.08,-1.13,66.24
4.58,-0.26,3.59,10.98,172.09,7.30,2.90,65.06,-1.11,14.77
4.09,-1.29,2.98,11.39,173.45,7.60,24.49,133.24,-1.41,8.07
4.00,-0.85,2.08,11.72,172.35,9.30,74.32,297.04,-1.77,3.25
4.18,0.13,2.30,11.49,171.30,9.70,69.93,260.04,-1.59,3.08
4.41,0.92,3.32,10.11,172.48,8.90,19.59,159.50,-1.32,4.34
4.66,0.90,5.18,6.77,171.66,0.10,0,0.42,-1.20,1.77 
4.76,0.26,3.71,10.94,172.85,4.60,0.45,42.33,-1.17,21.21
4.41,-0.84,3.33,11.22,173.26,7.40,11.07,84.38,-1.18,12.43
4.13,-1.17,2.52,11.70,171.87,8.60,47.23,227.12,-1.58,4.62
4.10,-0.52,2.15,11.75,172.77,9.60,85.74,318.64,-1.66,2.88
4.20,0.46,2.47,11.43,172.60,9.30,56.23,237.94,-1.32,3.13
4.40,0.94,4.21,8.44,172.29,8.60,8.11,111.56,-1.11,6.15
4.65,0.78,4.80,8.18,173.45,0.20,0.03,0,-1.09,
4.63,-0.04,3.60,11.12,172.56,7.60,0.96,60.58,-1.00,15.33
4.16,-1.15,3.19,11.32,172.67,7.70,17.05,107.24,-1.20,9.86
3.95,-1.19,2.30,11.77,173.43,8.90,62.69,273.29,-1.50,3.76
3.96,-0.39,2.20,11.66,171.23,9.80,81.86,298.24,-1.34,2.87
4.10,0.44,2.60,11.34,172.48,9.10,37.32,210.02,-1.13,3.46
4.30,0.51,5.20,6.54,172.80,5.50,0.31,24.72,-0.88,30.55
4.50,0.23,4.06,9.99,171.06,2.10,0.16,22.62,-0.78,37.23
4.39,-0.62,3.42,11.14,172.37,7.70,4.43,70.10,-0.69,14.22
4.14,-1.28,2.76,11.59,172.41,8.00,30.93,161.46,-1.08,6.68
4.05,-0.88,2.22,11.86,172.46,9.50,75.45,307.54,-1.34,3.19
4.10,-0.05,2.30,11.64,172.44,9.70,76.79,285.78,-1.18,2.89
4.25,0.70,2.85,10.99,173.21,9.00,27.39,191.84,-0.92,3.69
4.46,0.65,5.46,6.34,171.48,2.30,0,4.72,-0.82,159.50
4.56,0.12,3.86,10.49,173.14,3.10,0.32,32.10,-0.82,27.58
4.30,-0.83,3.37,11.16,172.37,7.50,7.14,75.82,-0.93,13.45
4.11,-1.21,2.59,11.66,171.39,8.30,38.48,190.40,-1.38,5.53
4.09,-0.71,2.18,11.88,172.75,9.60,82.19,315.58,-1.59,3.03
4.16,0.22,2.39,11.60,171.28,9.70,68.03,261.18,-1.33,2.98
4.32,0.89,3.46,9.84,172.42,8.80,17.39,151.78,-1.07,4.50
4.53,0.71,5.08,7.04,172.85,0,0,0.26,-1.00,2.93 
4.61,0.12,3.61,11.06,171.69,5.20,0.27,44.46,-1.07,19.99
4.25,-0.99,3.33,11.30,173.35,7.60,11.23,85.24,-1.11,12.30
4.00,-1.21,2.48,11.77,172.91,8.60,48.06,231.34,-1.50,4.49
3.95,-0.60,2.16,11.78,171.54,9.60,84.68,317.39,-1.59,2.84
4.05,0.31,2.46,11.47,173.01,9.30,53.54,229.76,-1.29,3.25
4.27,0.76,4.16,8.05,172.10,8.70,6.99,86.43,-1.04,8.06
4.60,0.77,4.41,8.48,171.17,0.70,0.03,2.40,-1.06,315.39
4.65,0.06,3.65,11.13,172.62,7.60,1.33,61.68,-1.04,14.82
4.16,-1.19,3.20,11.41,172.03,7.50,18.45,112.18,-1.29,9.46
3.96,-1.07,2.24,11.81,171.52,9.10,65.42,284.78,-1.55,3.49
3.99,-0.13,2.22,11.66,172.63,9.70,81.12,292.78,-1.39,2.80
4.15,0.75,2.67,11.34,172.18,9.10,35.23,205.96,-1.25,3.28
4.40,0.90,5.49,6.50,172.47,3.70,0.17,19.50,-1.02,35.73
4.61,0.51,4.18,10.01,172.76,2.20,0.18,24.88,-0.95,32.85
4.18,-0.77,3.62,10.98,172.97,7.20,4.95,70.32,-0.83,14.06
3.79,-1.47,2.68,11.48,172.08,7.90,32.73,165.14,-1.14,6.32
3.79,-0.82,2.09,11.79,172.96,9.50,80.43,314.54,-1.44,2.93
3.98,0.18,2.40,11.57,171.06,9.50,56.97,237.12,-1.28,3.17
4.20,0.70,4.15,8.82,171.50,8.80,8.82,100.38,-1.06,6.90
4.44,0.46,5.01,8.07,172.95,0.30,0.01,0,-0.96,
4.29,-0.44,3.50,11.15,171.45,7.60,1.14,60.18,-0.97,15.53
3.92,-1.42,3.06,11.50,171.36,7.70,16.81,106.96,-1.23,9.86
3.86,-1.16,2.16,11.96,171.99,9.40,65.05,277.90,-1.58,3.58
4.04,-0.19,2.23,11.84,170.24,10.00,73.22,276.66,-1.53,3.00
4.30,0.55,3.11,10.75,171.99,9.30,22.78,178.38,-1.38,4.16
4.57,0.58,5.36,6.73,172.04,0.60,0,1.34,-1.32,591.04
4.74,0.20,3.68,11.13,170.97,4.10,0.27,39.30,-1.45,22.78
4.53,-0.81,3.37,11.53,171.94,7.90,9.17,81.62,-1.38,12.95
4.29,-1.17,2.55,12.03,172.64,8.80,43.84,216.92,-1.70,5.00
4.26,-0.56,2.15,12.15,171.32,9.90,84.75,333.54,-1.62,2.86
4.39,0.36,2.45,11.88,171.36,9.70,59.61,243.70,-1.55,3.27
4.60,0.89,4.15,9.17,172.63,9.20,10.89,115.26,-1.26,6.41
4.81,0.70,4.99,8.18,171.97,0.10,0,0,-1.01,
4.87,0.12,3.50,11.54,172.79,8.20,0.73,58.62,-1.01,16.17
4.54,-1.04,3.29,11.69,172.95,7.90,14.74,100.84,-1.06,11.03
4.37,-1.19,2.40,12.14,171.21,9.30,58.61,272.22,-1.44,4.03
4.39,-0.40,2.14,12.14,172.29,10.20,87.57,330.66,-1.51,2.87
4.49,0.42,2.52,11.84,172.30,9.60,50.84,236.08,-1.27,3.42
4.69,0.68,4.52,8.26,171.82,8.90,5.68,80.42,-1.08,9.87
4.88,0.38,4.60,9.21,173.00,0.80,0.09,7.68,-1.03,116.93
4.88,-0.31,3.39,11.62,172.11,8.30,1.87,66.14,-1.05,15.56
4.69,-1.19,3.01,11.87,172.19,8.30,20.92,126.00,-1.18,9.25
4.57,-1.16,2.41,12.23,172.85,9.50,62.96,286.39,-1.47,3.99
4.61,-0.47,2.17,12.20,171.98,10.00,87.85,330.92,-1.29,3.05
4.73,0.32,2.54,11.84,171.83,9.50,50.20,232.14,-1.06,3.76
4.93,0.50,4.45,7.99,172.39,8.90,5.26,75.36,-1.10,11.70
5.14,0.12,4.41,9.12,171.80,1.20,0.55,6.38,-0.98,155.68
5.23,-0.45,3.33,11.61,172.27,8.30,1.64,66.08,-1.07,17.08
5.25,-1.11,2.95,11.85,173.24,8.40,20.93,125.92,-1.41,10.10
5.32,-1.09,2.56,12.09,171.86,9.50,46.74,234.76,-1.48,5.41
5.37,-1.06,2.62,12.10,172.05,9.60,47.10,237.06,-1.40,5.38
5.39,-1.03,2.64,12.12,172.90,9.50,47.10,237.26,-1.40,5.39
5.39,-1.08,2.59,12.20,172.24,9.50,48.13,240.00,-1.42,5.36
5.39,-1.03,2.61,12.20,171.82,9.70,48.30,241.74,-1.42,5.26
5.38,-1.00,2.64,12.20,172.79,9.60,48.25,242.58,-1.35,5.24
5.36,-1.05,2.66,12.20,172.59,9.60,47.85,242.44,-1.24,5.26
5.33,-1.10,2.61,12.22,172.92,9.50,48.50,246.82,-1.12,5.19
5.30,-1.15,2.62,12.28,173.67,9.60,49.13,247.10,-0.97,5.23
5.27,-1.11,2.53,12.30,172.71,9.90,50.17,250.08,-0.89,5.08
5.24,-1.15,2.57,12.32,172.64,9.80,51.66,255.22,-1.24,4.98
5.21,-1.10,2.56,12.40,173.40,10.00,54.01,264.86,-1.42,4.76
5.18,-1.10,2.58,12.40,172.91,10.00,55.69,272.36,-1.49,4.60
5.12,-1.09,2.59,12.47,173.37,9.90,56.40,274.46,-1.54,4.52
4.97,-1.12,2.52,12.54,173.41,10.00,63.41,300.02,-1.61,4.06
4.83,-0.89,2.41,12.60,172.95,10.30,77.37,338.02,-1.67,3.38
4.79,-0.43,2.29,12.60,173.55,10.20,95.15,345.24,-1.69,3.03
4.66,-0.03,2.49,12.54,199.72,10.20,97.54,346.65,-1.63,3.11
4.60,0.55,2.52,12.20,218.96,10.10,76.38,293.92,-1.47,3.48
4.64,1.00,3.02,11.48,219.91,9.30,26.56,193.64,-1.30,4.77
4.79,0.86,5.40,6.63,178.52,1.80,0,4.46,-1.17,181.55
4.92,0.42,3.80,10.99,172.23,3.70,0.26,34.59,-1.07,25.86
4.76,-0.59,3.48,11.62,172.93,8.10,6.93,77.90,-1.09,13.69
4.50,-1.15,2.75,12.02,173.75,8.70,37.39,193.65,-1.57,5.84
4.38,-0.78,2.26,12.21,172.51,9.80,76.15,315.78,-1.62,3.25
4.41,0.05,2.25,12.06,172.23,10.10,81.92,302.90,-1.49,2.86
4.51,0.87,2.65,11.76,173.19,9.40,35.58,215.59,-1.28,3.37
4.68,0.89,4.95,6.60,172.37,5.00,0.22,24.14,-1.06,31.18
4.84,0.45,3.89,10.45,172.04,3.10,0.25,25.16,-1.25,34.56
4.74,-0.37,3.45,11.62,173.13,8.20,4.78,73.57,-1.28,13.84
4.45,-1.13,2.90,12.00,172.24,8.30,31.51,167.74,-1.53,6.61
4.32,-0.86,2.27,12.25,172.40,9.70,72.93,314.04,-1.69,3.28
4.34,-0.05,2.26,12.06,173.23,10.00,83.20,301.18,-1.48,2.91
4.47,0.81,2.59,11.76,172.10,9.40,38.03,217.67,-1.25,3.34
4.65,0.89,5.19,6.93,171.74,8.80,0.91,31.96,-1.08,23.33
4.81,0.51,4.13,10.24,173.48,2.00,0.20,22.37,-1.16,38.46
4.71,-0.37,3.50,11.57,172.31,8.10,4.20,71.84,-1.12,14.05
4.43,-1.16,2.90,11.90,172.50,8.30,29.61,158.49,-1.34,7.01
4.30,-0.92,2.30,12.18,172.67,9.50,69.60,300.62,-1.52,3.46
4.31,-0.14,2.25,12.03,173.41,10.00,83.08,304.54,-1.36,2.92
4.47,0.74,2.65,11.73,172.58,9.40,38.46,214.16,-1.08,3.46
4.69,0.90,5.09,6.91,173.32,8.20,1.01,30.36,-0.79,24.95
4.95,0.60,4.19,10.25,171.74,2.40,0.25,22.04,-0.84,39.09
4.78,-0.43,3.55,11.51,172.97,7.80,4.01,71.22,-0.84,14.58
4.45,-1.25,2.88,11.88,173.38,8.30,29.64,157.64,-1.10,7.22
4.40,-0.89,2.18,12.19,171.28,9.60,77.06,311.28,-1.42,3.35
4.45,0.03,2.28,12.04,172.66,10.10,84.99,317.12,-1.23,2.77
4.56,0.75,2.62,11.73,173.31,9.40,39.50,218.26,-0.93,3.48
4.73,0.85,5.09,7.08,171.47,8.90,1.01,34.68,-0.66,22.15
4.91,0.48,4.16,10.20,172.52,2.40,0.12,20.67,-0.80,42.63
4.86,-0.32,3.49,11.62,173.80,8.20,3.81,71.10,-0.93,14.58
4.63,-1.02,2.89,11.94,171.58,8.40,28.80,155.72,-1.10,7.17
4.49,-0.87,2.33,12.24,173.04,9.60,71.83,308.40,-1.00,3.46
4.50,-0.07,2.20,12.14,172.85,10.10,88.72,319.54,-1.07,2.85
4.57,0.76,2.65,11.83,172.19,9.50,48.73,230.92,-0.90,3.28
4.70,0.92,4.60,7.87,173.33,8.80,4.61,70.04,-0.62,10.78
4.86,0.59,4.52,9.29,172.93,0.80,0.10,7.60,-0.70,111.88
4.88,-0.16,3.48,11.65,172.06,8.30,1.93,66.32,-0.76,15.07
4.68,-0.97,3.02,11.90,173.97,8.40,22.16,131.44,-0.95,8.61
4.51,-1.00,2.49,12.22,173.07,9.60,60.73,280.18,-1.25,3.92
4.50,-0.35,2.16,12.21,171.59,10.00,90.55,328.96,-1.17,2.91
4.55,0.53,2.50,11.93,173.29,9.80,64.06,260.29,-0.93,3.09
4.68,1.05,3.90,9.80,172.62,9.10,14.57,136.88,-0.76,5.27
4.85,0.82,5.36,7.57,172.11,0.10,0,0,-0.67,
4.94,0.20,3.52,11.54,174.11,7.20,0.44,51.24,-0.80,18.54
4.65,-0.86,3.36,11.68,172.81,8.00,12.45,91.84,-0.75,11.94
4.42,-1.14,2.51,12.12,172.58,9.10,50.57,244.20,-0.98,4.53
4.38,-0.57,2.17,12.20,173.32,10.10,86.79,339.22,-1.06,2.91
4.44,0.27,2.41,11.93,172.09,10.00,68.93,274.48,-0.90,3.02
4.58,0.89,3.45,10.45,172.35,9.20,18.75,164.12,-0.72,4.46
4.77,0.73,5.40,7.10,172.84,0.30,0,0.38,-0.64,2.12 
4.88,0.25,3.57,11.38,172.22,4.60,0.36,45.02,-0.69,20.44
4.65,-0.84,3.39,11.64,174.25,7.90,11.04,87.24,-0.65,12.63
4.41,-1.16,2.52,12.08,173.01,9.00,46.03,227.54,-1.10,4.88
4.36,-0.65,2.21,12.20,172.66,9.90,84.93,327.96,-1.09,3.04
4.42,0.26,2.36,11.96,173.69,10.00,73.41,280.54,-0.90,2.97
4.55,0.90,3.25,10.98,172.74,9.30,22.99,181.26,-0.57,4.01
4.74,0.78,5.52,6.77,173.35,0.60,0,1.70,-0.51,465.12
4.86,0.27,3.73,11.16,173.69,3.90,0.28,38.68,-0.67,23.77
4.58,-0.89,3.41,11.58,173.28,7.90,8.76,81.54,-0.83,13.41
4.34,-1.24,2.54,11.99,171.99,8.80,41.33,209.64,-1.12,5.28
4.28,-0.74,2.19,12.17,174.05,9.70,81.91,328.14,-1.18,3.06
4.36,0.12,2.36,11.92,172.51,10.00,69.15,274.14,-0.87,3.08
4.55,0.79,3.37,10.30,171.44,9.30,18.38,159.68,-0.54,4.65
4.77,0.67,5.06,7.08,173.64,0.20,0,0.28,-0.49,2.93 
4.86,0.05,3.56,11.43,172.84,5.30,0.42,46.82,-0.60,20.49
4.69,-0.88,3.35,11.69,172.46,8.20,10.97,88.24,-0.57,12.55
4.47,-1.30,2.59,12.10,173.40,8.90,45.43,228.02,-0.85,5.05
4.38,-0.90,2.19,12.19,172.08,9.90,71.13,317.02,-0.97,3.30
4.41,-0.25,2.35,12.05,171.93,9.90,52.19,252.22,-0.86,3.66
4.47,0.27,2.67,11.86,173.68,9.30,31.28,178.43,-0.61,4.71
4.55,0.59,2.90,11.70,171.19,8.80,18.74,108.30,-0.39,7.23
4.72,0.80,3.07,11.70,173.23,8.70,11.95,93.04,-0.25,8.42
4.92,0.81,3.31,11.70,173.52,8.60,5.15,78.64,-0.22,10.45
5.06,0.32,3.50,11.68,172.05,8.20,0.53,63.52,-0.27,14.80
4.83,-0.81,3.46,11.70,173.54,8.10,8.79,82.86,-0.36,13.62
4.57,-1.37,2.62,12.15,173.79,8.70,43.19,215.80,-0.71,5.51
4.52,-0.89,2.12,12.31,171.22,10.00,76.50,335.90,-0.83,3.18
4.58,-0.24,2.38,12.21,172.12,10.10,59.69,278.73,-0.77,3.43
4.64,0.22,2.60,12.00,173.34,9.50,38.71,205.74,-0.62,4.29
4.71,0.59,2.89,11.83,172.50,9.10,21.55,127.74,-0.52,6.41
4.82,0.83,2.99,11.83,172.76,8.80,14.32,97.46,-0.58,8.15
